osm_id,name,lat,lon,routes
1376908317,Большой Харитоньевский переулок,55.7633450,37.6423196,39;А;т1;т2
13134322141,Метро «Чистые пруды»,55.7651176,37.6383616,т1;т2
13134322147,Лукойл Москва,55.7664495,37.6373678,т1;т2
13134322145,Проспект Академика Сахарова,55.7711266,37.6448457,т1;т2
13134322139,Улица Маши Порываевой,55.7732000,37.6477047,т1;т2
1507754582,Лефортовский мост,55.7611400,37.6882020,32;50;т2
1507754858,1-й Краснокурсантский проезд,55.7587729,37.6949228,32;50;т2
1507754577,Улица Лефортовский Вал,55.7572129,37.6996140,32;50;т2
1507754592,МЭИ,55.7544512,37.7079710,32;50;т2
250722843,Метро «Авиамоторная»,55.7515552,37.7161454,2;12;38;50;т2
7618078828,Метро «Авиамоторная»,55.7523273,37.7203255,2;12;38;50;т2
695081254,Дом культуры «Компрессор»,55.7529882,37.7237671,2;12;38;50;т2
4886738300,Улица Буракова,55.7557426,37.7377743,2;12;т2
4886738301,Улица Буракова,55.7557358,37.7375763,2;12;т2
800886899,Дом культуры «Компрессор»,55.7530488,37.7238732,2;12;38;50;т2
7618078829,Метро «Авиамоторная»,55.7524097,37.7205977,2;12;38;50;т2
800886916,Метро «Авиамоторная»,55.7515035,37.7157334,2;12;38;50;т2
1507754589,МЭИ,55.7542282,37.7087173,32;50;т2
1507754571,Улица Лефортовский Вал,55.7575325,37.6987546,32;50;т2
1507754852,1-й Краснокурсантский проезд,55.7593737,37.6932552,32;50;т2
1507754587,Лефортовский мост,55.7612358,37.6880219,32;50;т2
13134322143,МЦД Площадь трёх вокзалов,55.7745787,37.6528508,т1;т2
13134322138,Улица Маши Порываевой,55.7732228,37.6476499,т1;т2
13134322146,Проспект Академика Сахарова,55.7709456,37.6445090,т1;т2
13134322148,Лукойл Москва,55.7662956,37.6370034,т1;т2
13134322140,Метро «Чистые пруды»,55.7648765,37.6380224,т1;т2
1376965964,Большой Харитоньевский переулок,55.7630666,37.6414078,39;А;т1;т2
1376965981,Покровские Ворота,55.7595125,37.6451822,39;А;т1;т2
1376965977,Казарменный переулок,55.7561740,37.6479447,39;А;т1;т2
1376965973,Воронцово Поле,55.7532041,37.6470423,39;А;т1;т2
1376698065,Яузские Ворота,55.7500490,37.6420034,39;А;т1;т2
1376698061,Комиссариатский мост,55.7442066,37.6341675,39;А;т1;т2
1376698063,Метро «Новокузнецкая»,55.7425889,37.6303559,39;А;т1;т2
1376698057,Метро «Третьяковская»,55.7403863,37.6297282,39;А;т1;т2
1376698051,Вишняковский переулок,55.7359715,37.6320913,39;А;т1;т2
1376698055,Метро «Павелецкая»,55.7316009,37.6352730,39;А;т1;т2
1376689644,Павелецкий вокзал,55.7295122,37.6366602,38;39;т1;т2
1376689652,Стремянный переулок,55.7269480,37.6372403,38;39;т1;т2
1376689641,Жуков проезд,55.7236935,37.6364272,38;39;т1;т2
1376689639,"Дубининская улица, 57",55.7195218,37.6346788,38;39;т1;т2
1376689766,1-й Павловский переулок,55.7164060,37.6333309,38;39;т1;т2
1376689637,Улица Даниловский Вал,55.7141004,37.6331976,38;39;т1;т2
1376689649,Свято-Данилов монастырь,55.7116310,37.6310805,38;39;т1;т2
10866606097,Серпуховская Застава,55.7109064,37.6245672,47;т2
3230415894,Метро «Тульская»,55.7084867,37.6244199,47;т2
1376637395,Платформа Тульская,55.7044562,37.6228903,47;т2
1507754563,Метро «Авиамоторная»,55.7537128,37.7150583,32;46
1479448341,Метро «Авиамоторная»,55.7552282,37.7160033,32;46
1479448346,Юрьевский переулок,55.7593101,37.7162702,32;46
1479448348,"Авиамоторная улица, 2",55.7611375,37.7124977,32;46
13442295396,Метро «Лефортово»,55.7636271,37.7057581,32;46
13442303315,Солдатская улица,55.7652294,37.7016880,32;46
1479448334,Госпитальная площадь,55.7664729,37.6989379,32;46
1479448332,Введенское кладбище,55.7701648,37.7031845,32;46
1479448350,Ухтомская улица,55.7731668,37.7097127,32;46
1479448342,Улица Семёновский Вал,55.7762602,37.7155967,32;46
1479448338,Кирпичная улица,55.7783024,37.7197158,32;46
1085487508,Метро «Партизанская»,55.7869093,37.7474896,32
2214943613,Каланчёвская улица,55.7762135,37.6496992,7;50
697485006,Пантелеевская улица,55.7795661,37.6451873,7;50
473120403,Астраханский переулок,55.7797137,37.6414789,7;50
697485002,Ботанический переулок,55.7799462,37.6391258,7;50
697485003,Метро «Проспект Мира»,55.7804252,37.6345339,7;50
4656724436,Метро «Проспект Мира»,55.7806765,37.6322647,7;50
1257401483,Улица Щепкина,55.7783415,37.6295646,7;50
3016214907,Театр зверей имени Дурова,55.7790904,37.6231966,7;50
3598834231,Самотёчная улица,55.7785719,37.6168427,7;50
1257401477,4-й Самотёчный переулок,55.7794186,37.6131408,7;50
3016716232,Селезнёвская улица,55.7805585,37.6090907,7;50
1257401460,Улица Достоевского,55.7826567,37.6108477,7;50
12464911097,Площадь Борьбы,55.7851841,37.6067729,50
2631470100,Главный корпус МИИТ,55.7870010,37.6087215,50
13388798130,МИИТ,55.7889435,37.6099502,5;50
2631470114,Улица Образцова,55.7900790,37.6093138,5;50
2631470097,Дворец культуры МИИТ,55.7897343,37.6045073,5;50
2631470108,Минаевский переулок,55.7894817,37.6011028,5;50
2631470112,Тихвинский переулок,55.7880228,37.6005454,5;50
3007026870,Улица Палиха,55.7843331,37.6012202,50
4291992589,Метро «Менделеевская»,55.7819789,37.6016624,50
3016749921,Метро «Новослободская»,55.7797846,37.6022115,50
3016750433,Метро «Новослободская»,55.7788865,37.6044974,50
3016750453,Метро «Новослободская»,55.7799775,37.6021809,50
679350543,Метро «Менделеевская»,55.7822532,37.6016908,50
2631470110,Улица Палиха,55.7856552,37.6015668,5;50
2631470111,Тихвинский переулок,55.7876989,37.6007055,5;50
4291992590,Минаевский переулок,55.7895582,37.6025232,5;50
2631470095,Дворец культуры МИИТ,55.7897464,37.6050345,5;50
2631470113,Улица Образцова,55.7900162,37.6088081,5;50
13388798128,МИИТ,55.7889999,37.6099015,5;50
2631470105,Главный корпус МИИТ,55.7873851,37.6090542,50
3012611709,МЦД Калитники,55.7338710,37.6964682,46
472383735,Октябрьское трамвайное депо,55.7359297,37.6955847,46;А
3012611732,Малый Калитниковский проезд,55.7366581,37.6875220,46;А
3012612537,Воловья улица,55.7369873,37.6842163,46;А
3012677949,Большая Калитниковская улица,55.7380145,37.6755090,46;А
801201701,Новорогожская улица,55.7436048,37.6772973,12;38;46
472373349,Библиотечная улица,55.7452034,37.6789495,12;38;46
846185163,Метро «Площадь Ильича»,55.7468660,37.6819477,2;12;38;46
846185156,МЦД Москва-Товарная,55.7473516,37.6883945,2;12;38;46
846185158,Старообрядческая улица,55.7476718,37.6927756,2;12;38;46
471763710,Душинская улица,55.7487951,37.7021017,2;12;38;46
12255909526,Горбатый путепровод,55.7500504,37.7088491,2;12;38;46
12199138416,Метро «Авиамоторная»,55.7517277,37.7128773,46
471831418,Метро «Бульвар Рокоссовского»,55.8142355,37.7342126,46
1984653750,Богородский храм,55.8146857,37.6953421,7;46
1479448339,Кирпичная улица,55.7783635,37.7197233,32;46
1479448343,Улица Семёновский Вал,55.7762008,37.7153769,32;46
1479448351,Ухтомская улица,55.7736156,37.7105154,32;46
1479448333,Введенское кладбище,55.7702527,37.7033669,32;46
1479448335,Госпитальная площадь,55.7672738,37.6982005,32;46
13442303316,Солдатская улица,55.7649539,37.7022176,32;46
3959113622,Метро «Лефортово»,55.7635726,37.7058440,32;46
1479448349,"Авиамоторная улица, 2",55.7611189,37.7124570,32;46
13878912038,Юрьевский переулок,55.7589473,37.7161925,32;46
1479448340,Метро «Авиамоторная»,55.7547835,37.7159192,32;46
10881866057,Метро «Авиамоторная»,55.7535097,37.7138669,32;46
12199138415,Метро «Авиамоторная»,55.7514294,37.7130022,46
12255909527,Горбатый путепровод,55.7501287,37.7090873,2;12;38;46
3015998527,Душинская улица,55.7486484,37.7011578,2;12;38;46
1642037491,Старообрядческая улица,55.7479046,37.6950191,2;12;38;46
800893049,МЦД Москва-Товарная,55.7474223,37.6890012,2;12;38;46
3006961598,Метро «Площадь Ильича»,55.7468677,37.6815721,2;12;38;46
4886738267,Библиотечная улица,55.7452250,37.6789019,12;38;46
2793196397,Новорогожская улица,55.7429023,37.6765805,12;38;46
472373351,Малая Андроньевская улица,55.7405300,37.6743521,12;38;46
3012677950,Большая Калитниковская улица,55.7379977,37.6753444,46;39а;А
3012677946,Воловья улица,55.7370070,37.6835371,46;39а;А
3012612533,Малый Калитниковский проезд,55.7364389,37.6894226,46;39а;А
2793031285,Октябрьское трамвайное депо,55.7358326,37.6960920,46;39а;А
1376488524,Метро «Университет»,55.6921111,37.5377142,14;26;39;39а;т1
1376488519,Драмтеатр,55.6911502,37.5394060,14;26;39;39а;т1
1376488523,Ленинский проспект,55.6886447,37.5437852,14;26;39;39а;т1
1376488521,Центр здоровья детей,55.6862314,37.5479437,14;26;39;39а;т1
1376488538,Черёмушкинский рынок,55.6842467,37.5513913,14;26;39;39а;т1
1376488529,Улица Вавилова,55.6850675,37.5555395,26
1376488760,Улица Ивана Бабушкина,55.6837857,37.5592693,26
1376488528,Профсоюзная улица,55.6815307,37.5658475,26
1376488526,Новочерёмушкинская улица,55.6786650,37.5741684,26
1376488532,Центр детского творчества,55.6772089,37.5783688,26
1376488536,Черёмушки,55.6795889,37.5843858,26
1376500685,Улица Дмитрия Ульянова,55.6829072,37.5899901,26;38
1376500650,Улица Винокурова,55.6864645,37.5938583,26;38
1376500843,Улица Шверника,55.6885939,37.5960594,26;38
10735066095,Загородное шоссе,55.6920783,37.6026133,26;38
1376500701,"Севастопольский проспект, 1",55.6939474,37.6075406,26;38
1376500632,Больница имени Алексеева,55.6970517,37.6116657,26;38
1376500706,Спортивная школа «Тринта»,55.6999147,37.6143137,26;38
1376500694,Духовской переулок,55.7042387,37.6125254,26;38
1376500849,3-я Рощинская улица,55.7078634,37.6106132,26;38
1376500847,3-й Верхний Михайловский проезд,55.7087395,37.6068920,26;38
1376510977,Серпуховский Вал,55.7124896,37.6067033,14;26;47
1376510975,node/1376510975,55.7161231,37.6080883,14;26;47
4370973807,node/4370973807,55.7189065,37.6091413,14;26;47
1376510980,node/1376510980,55.7229183,37.6106726,14;26;47
10871512070,Метро «Октябрьская»,55.7265831,37.6116597,14;26;47
1376510974,Метро «Октябрьская»,55.7268934,37.6116715,14;26;47
1376510981,node/1376510981,55.7226797,37.6105282,14;26;47
1376510978,node/1376510978,55.7186311,37.6089853,14;26;47
1376510976,Улица Лестева,55.7141415,37.6072739,14;26;47
1376500848,Серпуховский Вал,55.7106575,37.6061337,26;38
1376500850,3-я Рощинская улица,55.7083293,37.6091785,26;38
1376500695,Духовской переулок,55.7046676,37.6120453,26;38
1376500709,Спортивная школа «Тринта»,55.7003102,37.6145911,26;38
1376500648,Больница имени Алексеева,55.6977119,37.6121834,26;38
1376500704,"Севастопольский проспект, 1",55.6936589,37.6066745,26;38
1376500698,Загородное шоссе,55.6919581,37.6021874,26;38
1376500846,Улица Шверника,55.6890945,37.5965512,26;38
1376500684,Улица Винокурова,55.6862682,37.5935870,26;38
1376500692,Улица Дмитрия Ульянова,55.6827554,37.5897510,26;38
1376492012,Черёмушки,55.6801747,37.5852350,26
1376488531,Центр детского творчества,55.6771724,37.5799934,26
1376488525,Новочерёмушкинская улица,55.6787811,37.5739747,26
1376488527,Профсоюзная улица,55.6810388,37.5674395,26
1376488759,Улица Ивана Бабушкина,55.6835674,37.5600520,26
1376488530,Улица Вавилова,55.6853780,37.5547537,26
1376488537,Черёмушкинский рынок,55.6848546,37.5504371,14;26;39;т1
1376488520,Центр здоровья детей,55.6863576,37.5478178,14;26;39;т1
1376488522,Ленинский проспект,55.6886766,37.5438414,14;26;39;т1
1376488518,Драмтеатр,55.6909162,37.5399283,14;26;39;т1
1376495190,Метро «Университет»,55.6926426,37.5369453,14;26;39;т1
1376583454,Серпуховский Вал,55.7111826,37.6052206,14;39;т1
4921301797,Донской монастырь,55.7105321,37.6007222,14;39;т1
1376583451,Улица Орджоникидзе,55.7099521,37.5952889,14;39;т1
1376583457,Метро «Ленинский проспект» (северный выход),55.7075178,37.5894000,14;39;т1
1376583458,Метро «Ленинский проспект» (южный выход),55.7057149,37.5862032,14;39;т1
1376583452,Проспект 60-летия Октября,55.7023082,37.5801918,14;39;т1
1376583459,Улица Бардина,55.6994890,37.5752480,14;39;т1
1376583462,Улица Ляпунова,55.6971838,37.5712082,14;39;т1
1376583460,Улица Губкина,55.6946864,37.5667827,14;39;т1
1376583461,Дарвиновский музей,55.6921535,37.5623261,14;39;т1
1376583629,Университетская клиника РУДН,55.6874128,37.5562565,14;39;т1
1376583628,Университетская клиника РУДН,55.6866459,37.5554240,14;39;39а;т1
1376583448,Дарвиновский музей,55.6914485,37.5612507,14;39;39а;т1
1376583447,Улица Губкина,55.6943028,37.5662100,14;39;39а;т1
1376583449,Улица Ляпунова,55.6972600,37.5714346,14;39;39а;т1
1376583446,Улица Бардина,55.6990974,37.5746610,14;39;39а;т1
1376583453,Проспект 60-летия Октября,55.7023006,37.5802903,14;39;39а;т1
1376583456,Метро «Ленинский проспект» (южный выход),55.7057386,37.5863561,14;39;39а;т1
1376583455,Метро «Ленинский проспект» (северный выход),55.7078030,37.5899822,14;39;39а;т1
1376583450,Улица Орджоникидзе,55.7096410,37.5932097,14;39;39а;т1
4921301796,Донской монастырь,55.7104979,37.6007668,14;39;39а;т1
1376965985,Метро «Чистые пруды»,55.7646433,37.6387583,39;А
10866606066,Серпуховская Застава,55.7114607,37.6230857,38;39;47;т1
1376986172,Даниловский рынок,55.7116564,37.6181969,38;39;47;т1
1376637399,Хавская улица,55.7117778,37.6138175,38;39;47;т1
10870541529,Серпуховский Вал,55.7115824,37.6082643,38;39;47;39а;т1
1376637398,Хавская улица,55.7114462,37.6131642,38;39;47;39а;т1
1377322858,Даниловский рынок,55.7112639,37.6197275,38;39;47;39а;т1
1376965984,Метро «Чистые пруды»,55.7647883,37.6390870,39;А
10875296027,МЦД Калитники,55.7338146,37.6964371,А
13596692006,Абельмановская Застава,55.7379807,37.6724428,12;38;43;А
472383741,Кинотеатр «Победа»,55.7354342,37.6705882,12;38;43;А
1377604237,Метро «Пролетарская»,55.7312027,37.6629956,12;38;43;А
1377604230,Динамовская улица,55.7304748,37.6595925,38;А
1377604233,Новоспасский мост,55.7285343,37.6499117,38;А
1377604231,Кожевническая улица,55.7297293,37.6450088,38;А
7958582323,Павелецкий вокзал,55.7302209,37.6393053,38;А
7958582324,Павелецкий вокзал,55.7301883,37.6393099,38;39а;А
7902510033,Кожевническая улица,55.7292920,37.6466378,38;39а;А
1377604234,Новоспасский мост,55.7283740,37.6504003,38;39а;А
1377604227,Динамовская улица,55.7305597,37.6601141,38;39а;А
1377604239,Метро «Пролетарская»,55.7314086,37.6640683,12;38;43;39а;А
476918452,Кинотеатр «Победа»,55.7347509,37.6701423,12;38;43;39а;А
477335826,Абельмановская Застава,55.7381139,37.6726175,12;38;43;39а;А
1377188046,Платформа Нагатинская,55.6816302,37.6254193,47;49
1377188035,МФЦ Нагатино-Садовники,55.6803645,37.6330969,47;49
1377188067,Ювелирный завод,55.6799109,37.6365715,47;49
1377188127,Нагатинское депо,55.6795615,37.6396138,47;49
1377188031,2-й Нагатинский проезд,55.6789114,37.6451795,47;49
1377188059,Улица Садовники,55.6783799,37.6509927,47;49
1377188065,МФЦ «Нагатинский Затон»,55.6776317,37.6575027,47;49
9097447396,Метро «Коломенская»,55.6771496,37.6625864,47;49
484181196,Метро «Коломенская»,55.6781010,37.6655637,47;49
1377188120,9-й квартал,55.6794740,37.6691007,47;49
1377188036,"Судостроительная улица, 21",55.6815432,37.6767492,47;49
1377188033,Затонная улица,55.6830883,37.6824451,47;49
1377188068,Якорная улица,55.6841021,37.6861824,47;49
10866522147,Нагатино,55.6851344,37.6899690,47;49
1377188041,Нагатино,55.6850483,37.6895301,47;49;47а
1377188069,Якорная улица,55.6836244,37.6842692,47;49;47а
1377188034,Затонная улица,55.6826496,37.6806623,47;49;47а
1377188037,"Судостроительная улица, 21",55.6810529,37.6747602,47;49;47а
1377188205,9-й квартал,55.6793344,37.6684598,47;49;47а
1377188038,Метро «Коломенская»,55.6777591,37.6654104,47;49;47а
11099919182,Метро «Коломенская»,55.6772163,37.6621197,47;49;47а
1377188066,МФЦ «Нагатинский Затон»,55.6777403,37.6568924,47;49;47а
1377188060,Улица Садовники,55.6784988,37.6503252,47;49;47а
1377188032,2-й Нагатинский проезд,55.6788220,37.6462410,47;49;47а
1377188203,Нагатинское депо,55.6796409,37.6392486,47;49;47а
4738792769,Ювелирный завод,55.6799975,37.6361763,47;49;47а
11691417329,МФЦ Нагатино-Садовники,55.6804572,37.6327745,47;49;47а
1377188047,Платформа Нагатинская,55.6817359,37.6250041,47;49;47а
10874281006,Черёмушки,55.6801383,37.5855868,38
943820347,"Улица Живописная, 50",55.8013013,37.4502931,28;31
943820345,Улица Рогова,55.7940982,37.4543868,28;31
825976719,Бассейн,55.7893539,37.4541559,28;31
943820332,Улица Маршала Тухачевского,55.7848201,37.4551867,28;31
11126908381,Проспект Маршала Жукова,55.7802392,37.4538925,28;31
825879399,Проспект Маршала Жукова,55.7804252,37.4549434,28;31
944176908,Улица Маршала Тухачевского,55.7846637,37.4553494,28;31
825953891,Бассейн,55.7888830,37.4541926,28;31
944176922,Улица Рогова,55.7943180,37.4544357,28;31
944176905,"Улица Живописная, 50",55.8011484,37.4503483,28;31
473133164,Метро «Сокольники»,55.7918534,37.6794659,25;43
12464935103,Площадь Борьбы,55.7851935,37.6049313,7
4291992598,Улица Палиха,55.7847403,37.6003807,5;7
4291989485,Лесная улица,55.7836325,37.5962169,5;7
6180449287,Миусское депо,55.7808230,37.5921057,5;7
1927810165,ДК Зуева,55.7789959,37.5892979,5;7
6173481393,Метро «Белорусская»,55.7770315,37.5862523,5;7
1085487454,Метро «Партизанская»,55.7868809,37.7470228,32
13388798145,Улица Советской Армии,55.7884668,37.6159725,5
13388798143,Олимпийский проспект,55.7886959,37.6218067,5
13388798139,Улица Щепкина,55.7888622,37.6280894,5
13388798133,Улица Гиляровского,55.7908970,37.6334008,5
12888099756,Метро «Рижская»,55.7927045,37.6340445,5
736521253,МЦК Угрешская,55.7157783,37.6948009,43
736521264,Угрешский переезд,55.7143123,37.6915898,43
736521256,Городской сборный пункт,55.7132296,37.6877608,43
736521269,Южнопортовая улица,55.7119196,37.6832715,43
316393162,МЦК Дубровка,55.7152408,37.6784707,12;43
316393161,Метро «Дубровка»,55.7178206,37.6765102,12;43
736521267,Новоостаповская улица,55.7204753,37.6745329,12;43
736521262,ЦНИИТМАШ,55.7219023,37.6691258,12;43
60672869,Шарикоподшипниковская улица,55.7236276,37.6641088,12;43
252906073,Арбатецкая улица,55.7269009,37.6634006,12;43
476913289,Динамовская улица,55.7300282,37.6615391,12;43
2793218578,Малая Андроньевская улица,55.7405798,37.6737656,43
2853369968,Малый Рогожский переулок,55.7428283,37.6710071,43
2853395261,Большая Андроньевская улица,55.7450453,37.6705253,43
735092562,Большая Андроньевская улица,55.7456980,37.6703269,43
735092558,Малый Рогожский переулок,55.7425986,37.6710131,43
477335830,Малая Андроньевская улица,55.7405081,37.6736789,43
60672864,Динамовская улица,55.7300191,37.6614748,12;43
476913290,Арбатецкая улица,55.7268893,37.6633410,12;43
476913291,Шарикоподшипниковская улица,55.7243300,37.6640216,12;43
253063603,ЦНИИТМАШ,55.7219704,37.6685871,12;43
60672874,Новоостаповская улица,55.7209155,37.6738955,12;43
736360073,Метро «Дубровка»,55.7181284,37.6762027,12;43
476913292,МЦК Дубровка,55.7154054,37.6782884,12;43
736365403,Южнопортовая улица,55.7118145,37.6830307,43
736365406,Городской сборный пункт,55.7132826,37.6881296,43
736365402,Угрешский переезд,55.7144678,37.6922349,43
424982669,МЦК Угрешская,55.7158581,37.6953640,43
13388798136,Улица Гиляровского,55.7899311,37.6325128,5
13388798137,Улица Щепкина,55.7891039,37.6297698,5
13388798141,Олимпийский проспект,55.7887620,37.6230618,5
13388798144,Улица Советской Армии,55.7885567,37.6173386,5
800563874,3-я Владимирская улица,55.7645934,37.7827649,2
12193446106,Хлебников переулок,55.7470507,37.6737993,2
12193446107,Хлебников переулок,55.7470493,37.6742636,2
